,600755.SH,600309.SH,600031.SH,600886.SH,000768.SZ,002594.SZ,000651.SZ,600138.SH,600177.SH,600276.SH,600519.SH,002714.SZ,600036.SH,601318.SH,000002.SZ,601138.SH,600111.SH,300413.SZ,002093.SZ
1221,7.41,55.2,17.17,8.78,17.08,48.28,65.88,12.79,7.17,84.09,1077.99,90.35,39.24,85.6,31.51,17.9,11.27,39.88,8.44
1222,7.49,54.78,17.19,8.88,17.06,48.05,67.32,13.08,7.18,84.87,1094.53,93.8,39.15,86.15,31.76,17.86,11.18,40.95,8.43
1223,7.52,54.25,16.89,8.84,17.22,47.28,68.8,12.8,7.12,84.68,1088.14,94.88,38.41,85.0,31.68,17.52,10.9,39.17,8.26
1224,7.37,55.36,17.08,8.97,16.97,47.65,69.88,12.94,7.21,86.88,1102.7,93.51,38.9,85.04,32.2,18.3,10.96,39.34,8.5
1225,7.6,54.36,17.28,9.11,16.83,46.92,69.75,12.89,7.23,87.5,1112.5,90.78,39.04,84.78,31.46,18.03,10.95,39.1,8.42
1226,7.7,54.4,17.05,9.12,16.91,51.61,69.76,13.0,7.48,87.84,1124.27,91.38,39.1,86.45,31.68,18.61,11.05,39.77,8.48
1227,7.55,55.07,16.97,9.08,16.9,53.44,69.81,12.96,7.41,86.51,1107.4,90.81,38.81,86.83,31.39,18.39,11.08,41.35,8.42
1228,7.5,53.96,16.93,8.93,16.57,53.31,68.9,12.71,7.37,86.93,1112.13,89.68,38.12,85.81,30.49,18.7,10.85,41.2,8.37
1229,7.45,54.11,16.98,8.85,16.62,54.09,67.32,12.68,7.44,86.44,1107.0,90.5,37.96,85.55,30.53,18.41,10.79,40.23,8.27
1230,7.35,53.92,16.88,8.74,16.64,57.95,67.91,12.85,7.38,90.66,1107.5,88.82,37.93,86.25,30.46,18.99,10.7,40.0,8.25
1231,7.37,54.53,17.25,8.73,16.95,58.76,68.35,12.32,7.41,90.1,1091.0,90.83,38.31,87.6,29.87,19.34,10.88,40.93,8.33
1232,7.38,53.78,16.52,8.46,16.88,56.72,66.5,11.75,7.25,90.37,1075.3,88.5,37.79,85.6,29.21,19.09,10.57,42.72,8.2
1233,7.21,53.92,16.9,8.36,16.94,59.27,66.64,11.86,7.21,90.33,1075.51,86.05,37.82,85.22,30.11,20.85,10.56,44.4,8.26
1234,7.24,51.91,16.03,8.16,16.64,59.83,63.94,11.4,6.92,87.99,1052.8,81.68,36.81,83.49,28.98,20.0,10.14,45.99,7.93
1235,7.04,48.49,14.43,7.68,14.98,53.85,58.77,10.26,6.32,85.46,1003.92,73.6,35.03,77.71,26.63,18.0,9.13,41.7,7.14
1236,6.34,49.47,15.4,7.87,15.08,56.36,61.57,9.9,6.56,86.75,1038.01,80.96,35.35,80.43,27.62,18.02,8.9,45.87,6.85
1237,6.29,49.51,15.59,7.92,15.18,60.81,62.85,9.94,6.57,88.91,1049.99,81.93,35.36,80.38,27.64,18.69,9.28,45.11,7.08
1238,6.36,49.73,16.0,7.87,15.48,60.75,63.24,10.2,6.62,90.09,1071.0,90.12,35.75,81.52,27.9,18.92,9.36,48.9,7.71
1239,6.42,48.85,15.79,7.97,15.71,57.9,62.38,10.5,6.87,89.65,1076.0,92.45,35.42,81.03,27.5,19.3,9.4,50.35,7.99
1240,6.7,50.3,16.45,7.99,15.76,60.93,62.1,10.5,6.82,88.5,1066.49,99.21,35.1,80.3,28.67,18.91,9.58,50.75,7.8
1241,6.8,50.0,16.55,8.06,15.56,59.04,63.92,10.36,6.77,90.15,1098.0,100.01,35.57,81.13,29.08,19.23,9.55,49.19,7.61
1242,6.8,50.44,16.59,8.16,15.69,59.19,63.82,10.61,6.8,92.96,1097.27,98.25,35.6,81.2,29.08,19.15,9.83,51.77,7.78
1243,6.81,50.22,16.79,8.1,15.45,57.55,62.9,10.41,6.71,91.45,1091.0,98.17,35.27,80.45,29.95,18.42,9.79,51.1,7.65
1244,6.76,49.96,16.8,8.1,15.45,56.9,62.73,10.42,6.79,91.55,1088.0,106.01,35.64,81.0,30.8,18.35,9.81,49.35,7.63
1245,6.73,51.49,17.18,8.22,16.78,58.48,63.12,10.82,6.87,92.38,1093.82,105.45,36.17,82.39,30.42,19.19,10.01,50.8,8.12
1246,6.93,50.78,16.98,8.18,16.8,59.47,62.16,11.0,6.81,90.6,1084.0,106.25,35.7,81.55,29.7,18.85,10.27,51.6,8.5
1247,6.92,51.2,16.74,8.15,16.44,61.91,61.67,11.2,6.77,89.68,1096.5,107.8,35.53,81.7,29.65,18.49,10.0,49.15,8.09
1248,6.87,51.62,17.0,8.21,16.54,68.1,63.5,11.48,6.84,90.8,1118.0,108.21,35.98,83.28,29.85,18.81,10.11,49.35,8.15
1249,7.0,51.41,17.22,8.21,16.86,67.5,62.64,11.22,6.85,90.2,1112.88,110.46,35.64,82.38,29.25,19.6,10.2,49.82,8.28
1250,6.99,49.99,17.28,7.97,16.77,66.2,61.57,10.87,6.81,88.38,1087.18,111.57,35.05,80.72,28.9,20.14,10.04,48.94,8.8
1251,6.9,48.77,16.83,7.8,16.75,70.85,60.25,10.66,6.76,88.31,1074.81,119.97,34.63,80.19,29.33,19.96,9.79,47.59,9.08
1252,6.74,48.46,16.9,7.83,17.2,71.7,60.29,10.7,6.75,86.68,1073.7,116.0,34.83,79.83,30.11,18.71,9.68,45.41,8.51
1253,6.77,49.86,17.7,7.81,17.81,70.05,60.71,10.72,6.76,87.21,1087.39,118.6,35.22,79.79,29.67,18.9,9.67,45.29,8.55
1254,6.74,47.04,17.43,7.56,17.01,65.37,59.2,10.21,6.55,84.09,1057.0,116.5,34.2,77.72,29.59,17.08,9.1,44.07,7.95
1255,6.46,50.16,18.94,7.78,18.26,66.85,60.03,10.49,6.72,85.2,1086.01,120.0,34.75,79.58,31.13,17.44,9.4,44.4,8.47
1256,6.69,49.32,18.48,7.73,19.45,67.87,59.99,10.56,6.78,88.34,1113.0,119.59,34.62,79.49,31.1,17.44,9.48,45.14,8.65
1257,6.73,49.9,18.82,7.75,19.45,66.58,59.82,10.65,6.73,87.8,1128.92,121.7,34.78,80.58,32.26,16.76,9.6,46.28,8.75
1258,6.87,52.2,18.85,7.9,19.09,66.81,62.99,11.05,6.79,91.7,1171.0,126.6,36.23,82.45,32.3,17.16,9.82,48.29,8.81
1259,7.06,51.6,18.25,7.78,18.68,65.36,61.48,10.9,6.73,92.25,1155.5,128.0,35.41,80.91,31.13,16.99,9.66,46.96,8.55
1260,7.01,48.52,17.54,7.64,17.64,59.45,59.23,10.49,6.58,88.89,1114.01,133.49,34.18,78.14,30.55,16.18,9.29,43.06,8.78
1261,6.8,49.56,17.89,7.79,18.38,60.17,60.77,10.79,6.69,90.6,1156.0,130.31,34.68,79.18,30.8,16.59,9.37,44.65,9.66
1262,6.85,48.57,17.41,7.77,18.26,58.75,59.63,11.07,6.65,89.03,1158.52,127.46,34.45,78.15,30.38,16.54,9.27,43.79,10.37
1263,6.86,46.47,17.0,7.68,18.1,57.03,58.22,10.64,6.57,86.38,1138.5,121.8,34.16,76.65,29.95,16.1,9.13,41.9,11.41
1264,6.67,44.96,16.76,7.49,17.89,55.66,56.91,10.86,6.45,84.7,1112.03,122.6,33.41,74.71,29.45,15.65,9.03,42.4,11.59
1265,6.59,42.43,15.56,7.45,16.89,53.88,54.4,10.49,6.44,82.05,1067.0,114.0,31.67,72.0,28.54,14.3,8.8,40.4,10.43
1266,6.47,41.45,15.92,7.54,17.1,53.04,52.95,10.31,6.43,81.09,1045.1,114.02,31.73,72.14,28.11,13.91,8.7,42.5,10.06
1267,6.45,41.69,15.39,7.63,16.59,52.09,52.44,10.08,6.38,80.6,1007.99,117.51,30.82,69.87,26.3,13.56,8.6,43.21,9.41
1268,6.3,40.38,15.02,7.4,17.1,51.36,50.3,10.24,6.37,79.0,996.0,120.13,29.31,67.81,25.23,13.51,8.6,42.5,10.35
1269,6.27,40.57,15.9,7.55,17.36,52.52,51.57,10.77,6.51,80.16,1035.28,116.7,31.04,69.0,25.8,13.57,8.73,43.88,10.9
1270,6.42,38.45,15.97,7.54,16.74,48.15,49.22,10.15,6.46,82.3,1019.0,111.5,30.16,66.76,24.55,12.52,8.43,42.4,11.81
1271,6.26,39.2,16.72,7.8,17.25,49.73,51.14,10.35,6.5,85.66,1056.0,114.77,31.51,68.95,24.9,13.02,8.64,43.9,11.31
1272,6.41,41.29,17.0,7.86,17.5,52.25,53.48,10.5,6.56,88.97,1080.1,118.38,32.49,70.35,26.5,13.55,8.8,45.0,11.18
1273,6.45,41.12,16.8,7.86,16.99,54.27,52.83,10.25,6.5,90.28,1064.92,118.0,32.72,70.19,26.2,13.29,8.86,46.48,10.8
1274,6.33,41.28,17.25,7.82,16.89,54.78,52.57,10.25,6.52,90.89,1075.5,114.34,32.72,69.72,26.57,13.07,8.72,45.18,10.4
1275,6.34,40.0,17.61,7.85,16.75,56.23,52.08,9.83,6.41,90.7,1072.0,114.5,32.65,69.15,26.04,12.82,8.51,43.8,9.84
1276,6.25,41.25,17.3,7.94,15.86,59.97,52.2,9.69,6.37,92.03,1111.0,122.21,32.28,69.17,25.65,13.21,8.99,43.59,9.6
1277,6.41,41.39,17.5,7.92,15.56,57.12,51.99,9.7,6.36,90.0,1103.0,121.3,32.13,69.32,26.63,13.41,9.02,41.65,9.74
1278,6.25,42.2,17.53,7.91,15.87,56.59,52.3,9.85,6.38,91.85,1145.0,120.53,32.34,69.67,26.88,13.98,9.01,42.1,10.71
1279,6.31,42.92,17.88,7.88,15.66,55.0,51.96,9.86,6.4,93.73,1139.79,122.86,32.15,68.86,26.77,13.96,9.04,41.1,10.25
1280,6.26,43.6,19.0,7.89,16.19,56.31,52.72,10.1,6.47,95.5,1159.95,128.3,32.52,69.97,27.07,14.15,9.16,43.62,10.59
1281,6.36,43.39,18.9,7.9,16.52,55.32,51.8,10.28,6.47,94.78,1159.76,123.29,32.22,69.39,26.96,14.14,9.17,41.42,10.52
1282,6.35,43.18,18.88,7.81,16.66,55.65,51.88,10.25,6.46,96.79,1158.5,124.3,32.3,69.64,26.69,13.95,9.08,41.31,10.7
1283,6.57,42.9,19.07,7.72,16.59,54.57,53.74,9.96,6.46,96.21,1165.0,123.9,32.1,70.99,26.88,13.62,9.11,39.98,9.9
1284,6.36,42.33,19.82,7.62,16.47,55.8,56.51,9.83,6.38,96.67,1162.3,123.5,31.93,70.13,27.04,13.15,9.16,40.0,9.52
1285,6.29,43.98,19.82,7.71,16.76,57.92,56.4,9.94,6.44,98.49,1185.1,124.57,32.71,71.02,27.35,13.81,9.26,41.58,9.75
1286,6.35,43.1,19.21,7.77,16.42,60.14,54.41,9.9,6.47,97.43,1189.6,121.67,32.42,70.85,26.7,13.87,9.13,41.32,9.45
1287,6.31,42.2,19.16,7.8,16.98,60.01,54.98,9.9,6.47,97.41,1197.1,119.27,32.1,70.38,26.58,14.05,9.04,42.49,9.51
1288,6.28,44.12,19.6,7.69,17.32,58.8,54.7,10.11,6.45,96.6,1226.0,123.97,32.86,72.4,26.72,13.99,9.08,42.94,9.47
1289,6.27,44.17,19.63,7.52,17.49,58.86,54.48,10.08,6.47,96.7,1227.3,124.1,32.9,73.5,26.58,14.47,9.04,43.17,9.54
1290,6.28,42.95,19.5,7.46,17.21,59.37,53.4,10.05,6.44,95.3,1200.0,123.51,32.65,72.37,26.02,14.16,8.85,42.29,9.76
1291,6.23,42.85,19.5,7.47,17.15,59.43,54.2,10.19,6.44,97.5,1244.5,126.46,32.73,72.07,26.13,14.06,9.13,43.69,9.64
1292,6.28,42.91,19.11,7.39,17.4,58.25,54.87,10.16,6.4,96.05,1252.26,128.01,32.69,72.16,26.0,13.96,9.04,43.81,9.27
1293,6.26,42.75,19.2,7.46,17.03,58.73,54.15,10.22,6.36,95.28,1250.56,128.4,32.51,70.5,25.68,13.95,8.89,44.25,8.98
1294,6.21,42.05,19.37,7.49,16.67,56.98,54.08,10.19,6.4,96.35,1276.0,133.2,33.58,71.2,25.88,13.95,8.82,43.0,9.12
1295,6.22,42.5,19.78,7.43,16.78,56.98,54.99,10.0,6.37,96.05,1279.13,133.7,33.86,72.38,26.39,14.21,8.63,43.83,8.68
1296,6.14,43.39,19.47,7.56,17.02,58.0,55.22,10.09,6.55,93.39,1274.9,128.9,35.02,74.0,26.86,14.24,8.64,46.57,8.5
1297,6.18,45.0,19.65,7.69,17.62,59.96,54.77,10.5,6.57,93.0,1265.7,127.4,35.09,74.46,26.8,14.69,9.03,46.46,8.79
1298,6.29,45.82,20.22,7.61,18.0,62.18,54.46,10.13,6.6,96.42,1300.0,123.8,34.63,73.81,26.26,14.76,9.57,47.0,9.12
1299,6.31,45.9,20.29,7.56,17.88,60.09,54.1,10.0,6.57,96.6,1312.0,123.65,34.45,73.23,25.97,14.38,9.28,46.87,9.07
1300,6.32,46.83,20.39,7.61,17.92,59.78,56.99,10.16,6.62,97.05,1314.61,123.3,34.97,72.97,26.26,14.44,9.33,47.5,9.14
1301,6.38,46.75,20.52,7.6,18.05,58.88,58.21,10.06,6.66,93.68,1323.01,116.6,34.96,73.9,26.41,14.52,9.25,47.89,9.26
1302,6.33,46.53,20.56,7.62,17.99,59.13,59.0,10.01,6.65,95.44,1333.0,116.03,34.59,73.93,25.93,14.23,9.17,48.55,9.15
1303,6.3,46.85,20.31,7.58,17.96,58.99,58.39,10.0,6.62,95.7,1335.95,115.3,34.54,73.34,25.93,14.18,9.2,49.0,9.16
1304,6.3,46.01,20.03,7.61,17.83,57.69,58.57,9.88,6.57,97.2,1326.59,112.83,33.93,72.23,25.49,13.69,9.38,48.55,9.03
1305,6.22,43.97,19.31,7.53,17.71,57.96,57.93,9.86,6.57,94.83,1313.0,114.0,33.85,72.23,25.49,13.79,9.39,49.15,9.09
1306,6.25,44.62,19.82,7.54,18.4,57.18,57.99,9.85,6.58,97.2,1346.21,119.3,33.8,72.2,26.21,13.49,9.88,49.25,8.85
1307,6.21,47.75,20.01,7.56,18.31,58.22,58.02,9.85,6.62,97.94,1346.11,116.91,34.27,72.9,26.13,13.78,9.81,51.12,9.26
1308,6.23,47.4,19.52,7.54,17.6,59.01,57.38,9.8,6.58,97.9,1351.0,113.3,34.68,72.95,25.61,13.85,9.64,49.91,9.1
1309,6.19,46.11,18.96,7.52,17.43,57.15,57.01,9.75,6.46,99.74,1366.1,114.6,34.73,72.38,25.58,13.6,9.85,48.75,8.88
1310,6.19,44.7,18.72,7.41,17.08,56.03,55.62,9.48,6.34,95.88,1328.2,116.57,33.63,70.12,25.16,13.26,10.02,47.23,8.77
1311,6.07,45.07,19.14,7.44,16.96,56.52,54.9,9.42,6.29,80.95,1362.9,119.56,33.09,70.03,25.46,13.12,9.84,46.83,8.45
1312,6.09,46.6,19.1,7.53,17.16,58.3,56.88,9.55,6.28,81.5,1358.0,117.28,33.43,70.51,25.83,13.5,9.9,48.34,8.59
1313,6.12,45.51,18.41,7.6,17.3,57.3,56.24,9.7,6.25,79.87,1338.0,114.94,33.43,70.65,25.9,13.48,10.04,50.1,8.77
1314,6.11,45.05,18.35,7.63,17.19,57.48,56.82,10.06,6.26,78.5,1344.0,115.3,34.22,71.51,26.14,13.46,10.08,50.26,8.54
1315,6.16,46.48,18.33,7.55,17.2,57.41,56.94,10.03,6.21,78.7,1366.6,120.19,33.82,70.71,25.7,13.41,10.15,53.0,8.43
1316,6.19,47.92,18.83,7.71,17.57,59.33,57.97,10.32,6.33,80.22,1419.5,119.99,34.82,72.16,26.4,13.88,10.1,57.48,8.8
1317,6.31,48.17,18.63,7.75,17.8,61.0,58.09,10.09,6.33,80.4,1410.71,121.65,35.04,74.28,27.24,14.16,10.08,53.95,8.87
1318,6.38,48.99,18.91,7.7,17.66,59.93,58.02,10.05,6.32,80.17,1399.3,120.29,35.22,75.01,26.84,14.22,9.8,52.83,8.9
1319,6.31,49.09,18.98,7.69,17.41,60.11,59.65,10.02,6.31,81.2,1407.99,71.66,35.15,75.14,26.73,14.16,9.77,52.6,9.03
1320,6.3,48.81,18.79,7.69,17.3,63.2,60.17,10.19,6.16,82.3,1425.0,69.18,35.24,75.3,26.41,14.08,9.68,53.53,9.01
1321,6.29,49.79,18.96,7.82,17.37,62.79,62.39,10.19,6.15,80.3,1406.1,69.52,35.67,76.72,26.6,14.26,9.73,51.5,8.92
1322,6.3,49.5,19.24,8.0,17.2,61.98,61.92,10.2,6.17,82.97,1416.55,69.4,35.53,76.5,26.44,14.55,9.6,51.78,8.88
1323,6.3,49.16,19.35,7.9,17.18,61.05,61.33,10.13,6.13,84.54,1423.66,69.62,35.34,75.58,26.18,14.28,9.67,53.27,8.68
1324,6.25,49.0,19.7,7.79,17.04,62.84,58.92,10.03,6.09,84.46,1400.46,66.1,34.47,74.22,25.9,14.02,9.89,52.79,8.62
1325,6.22,48.5,19.5,7.75,16.85,61.48,58.92,10.26,6.05,85.84,1416.37,66.7,34.5,74.15,25.71,13.81,9.69,56.39,8.61
1326,6.29,47.16,19.36,7.62,16.6,62.5,57.29,9.95,6.08,84.24,1383.0,69.23,33.57,72.54,25.6,13.67,9.39,60.06,8.5
1327,6.64,48.25,19.59,7.72,16.81,64.1,57.84,9.92,6.1,87.14,1403.88,68.96,34.14,73.46,25.82,14.03,9.51,60.2,8.68
1328,6.57,47.82,19.24,7.78,17.13,64.11,57.77,9.78,6.09,89.65,1405.0,70.0,34.2,73.01,25.68,14.25,9.46,62.64,8.81
1329,6.46,48.6,19.25,7.83,16.93,66.74,58.06,9.78,6.07,89.3,1413.0,72.11,33.89,73.4,25.89,14.4,9.48,66.12,9.17
1330,6.51,48.94,19.2,7.77,16.97,66.99,58.84,9.9,6.1,92.98,1439.84,74.93,33.86,73.42,25.95,14.35,9.55,65.14,9.0
1331,6.51,48.55,18.6,7.77,17.06,68.0,57.26,9.84,6.08,93.23,1439.0,75.94,33.5,72.77,25.69,14.4,9.59,63.75,9.04
1332,6.54,48.02,18.43,7.83,17.76,71.03,56.23,9.81,6.02,94.5,1474.5,75.99,33.35,71.96,25.55,14.11,9.6,63.83,8.89
1333,6.49,50.02,18.53,7.88,17.71,71.7,57.22,9.74,6.01,92.95,1460.01,75.2,33.9,72.26,26.4,15.52,9.41,62.9,8.8
1334,6.54,49.18,18.64,7.83,17.56,70.6,56.46,9.63,5.94,92.23,1463.17,78.0,33.64,71.01,25.92,15.22,9.22,63.29,8.77
1335,6.54,49.99,18.76,7.86,17.74,71.8,56.57,9.87,5.96,92.3,1462.88,82.0,33.72,71.4,26.14,15.15,9.32,65.2,8.85
1336,6.6,52.05,19.38,7.93,18.31,72.47,57.41,9.93,6.06,91.05,1494.27,83.28,34.79,73.5,28.09,15.42,9.47,62.51,8.8
1337,6.74,54.26,20.22,8.1,18.52,72.14,58.21,10.09,6.24,91.2,1544.0,81.5,35.3,76.0,28.39,15.61,9.64,61.41,9.02
1338,6.96,53.6,20.43,8.18,18.44,79.35,58.44,10.3,6.34,91.88,1541.79,82.79,36.74,77.96,28.65,15.91,9.86,61.6,9.1
1339,6.76,55.65,21.1,8.5,20.28,80.9,61.26,11.02,6.77,93.13,1600.0,87.98,40.41,84.12,31.02,16.49,10.57,60.57,9.45
1340,7.34,55.19,20.85,8.37,21.71,83.0,60.08,10.79,6.78,97.29,1688.0,87.0,41.06,83.22,30.3,16.38,10.45,63.0,9.57
1341,7.22,55.04,20.64,8.41,23.79,82.75,59.49,10.96,6.88,97.06,1681.34,87.85,40.5,85.69,30.4,16.4,11.5,63.91,9.99
1342,7.36,55.0,20.96,8.52,23.84,84.46,59.82,11.38,6.84,98.51,1706.0,90.75,39.91,85.92,30.63,16.72,12.31,66.92,10.12
1343,7.34,53.79,20.44,8.3,22.93,89.0,58.99,11.22,6.78,99.35,1713.85,89.41,37.25,82.34,29.17,16.03,12.64,72.85,9.79
1344,7.59,55.2,21.6,8.86,23.39,97.9,59.45,11.5,7.01,99.82,1781.99,93.63,37.3,82.36,29.2,16.5,13.0,73.89,10.23
1345,7.69,54.96,21.02,8.92,23.79,96.55,58.52,11.63,6.96,98.43,1762.0,96.3,36.51,81.3,28.94,16.59,13.03,72.56,10.1
1346,7.49,58.26,21.47,8.83,23.1,94.5,58.68,11.88,6.82,102.99,1752.53,96.43,35.86,80.22,28.28,16.2,12.13,69.99,9.64
1347,7.4,56.99,20.45,8.57,22.41,85.05,55.99,11.06,6.6,96.35,1614.0,90.02,35.6,78.22,27.54,14.87,11.95,68.6,9.18
1348,7.17,62.09,20.85,8.53,23.08,81.59,57.21,11.13,6.66,96.33,1648.05,94.48,36.08,78.02,27.23,14.79,11.72,69.93,9.01
1349,7.12,65.3,22.75,8.85,24.49,87.17,58.93,11.28,6.89,96.49,1636.96,96.98,37.27,82.8,28.3,15.29,12.89,70.01,9.29
1350,7.35,64.57,22.86,8.82,22.75,88.09,58.91,11.22,6.85,99.3,1668.0,95.57,36.84,80.76,28.01,15.43,12.63,69.7,9.25
1351,7.2,67.24,21.79,8.74,22.96,87.19,59.52,11.22,6.83,99.37,1678.08,93.52,36.44,79.93,27.88,15.36,12.95,70.37,9.28
1352,7.21,66.34,21.8,8.63,23.49,88.99,60.09,10.93,6.76,99.37,1676.0,92.01,35.6,79.0,27.52,14.98,13.03,69.5,9.09
1353,7.08,62.11,21.1,8.43,23.08,83.0,57.16,10.55,6.51,94.79,1595.3,89.25,34.6,77.0,27.03,14.16,12.34,64.66,8.88
1354,6.79,63.65,21.13,8.48,22.38,83.52,56.78,10.51,6.45,95.39,1622.55,87.16,34.25,76.43,26.68,14.01,12.46,64.0,8.78
1355,6.76,66.18,21.02,8.51,23.6,83.91,56.97,10.45,6.47,94.6,1670.0,90.24,34.58,76.38,26.87,14.21,12.4,65.34,8.89
1356,6.8,65.65,21.42,8.72,24.04,86.93,59.4,10.64,6.6,95.85,1672.0,91.1,35.07,77.3,27.11,14.51,12.74,68.92,9.13
1357,6.94,67.07,21.31,8.72,23.95,85.0,57.48,10.58,6.59,94.97,1680.0,91.04,34.56,76.03,26.88,14.29,12.52,66.66,8.97
1358,6.89,67.59,21.11,8.62,23.7,85.39,56.91,10.73,6.67,94.38,1678.18,91.48,34.8,75.9,26.84,14.59,12.41,68.08,9.1
1359,6.97,67.6,21.5,8.63,26.04,86.17,57.32,10.98,6.7,93.2,1668.0,93.42,35.0,76.44,27.28,14.89,13.1,70.0,9.32
1360,7.08,66.89,21.81,8.8,24.85,89.0,57.17,10.9,6.72,93.98,1669.99,93.09,36.68,78.67,27.74,14.68,12.9,67.28,9.15
1361,7.03,68.5,21.31,8.64,25.28,88.15,56.85,10.76,6.66,92.79,1668.0,94.7,36.3,77.13,27.35,14.61,14.19,68.48,9.25
1362,6.98,69.7,20.97,8.58,26.15,88.73,56.22,10.88,6.66,91.0,1637.96,93.0,37.02,77.15,27.38,14.5,14.08,64.6,9.13
1363,7.02,67.57,21.17,8.54,25.88,85.38,56.25,10.84,6.78,91.2,1631.0,90.82,36.61,76.33,27.03,14.3,14.61,65.56,8.9
1364,6.89,66.9,21.05,8.7,25.36,81.98,56.3,11.62,6.9,90.79,1633.99,91.75,37.0,77.01,27.81,14.41,13.72,64.32,9.0
1365,7.02,66.7,20.86,8.79,24.67,81.0,55.87,12.03,6.84,91.78,1642.51,93.93,37.54,76.77,27.88,14.16,13.87,62.58,8.81
1366,6.89,64.44,20.31,8.89,23.36,81.98,55.74,12.21,7.02,90.01,1626.95,92.7,37.79,77.16,28.71,15.14,13.26,61.4,8.79
1367,7.01,65.95,20.23,9.01,23.74,81.8,55.78,12.49,6.96,88.88,1635.0,92.0,37.33,76.6,28.6,15.17,13.4,63.09,8.88
1368,7.03,67.48,20.4,8.82,26.11,81.93,56.25,12.33,6.94,89.5,1661.0,92.28,38.0,78.19,27.68,15.03,13.47,63.92,9.03
1369,7.05,67.19,21.3,8.86,27.4,82.92,56.8,12.42,7.1,90.9,1690.0,91.71,39.05,81.1,28.21,15.28,13.93,63.62,9.18
1370,7.42,68.99,21.19,8.88,27.53,82.18,56.02,12.48,7.05,93.4,1705.0,91.17,38.85,79.75,27.7,15.18,13.8,63.86,9.13
1371,7.41,67.66,21.26,9.49,27.0,79.65,55.19,12.51,6.99,92.73,1687.0,89.6,38.35,78.17,27.44,14.85,13.86,61.03,8.95
1372,7.32,68.8,21.31,9.15,26.08,78.55,54.13,12.27,6.99,91.7,1664.0,89.81,37.52,77.6,27.48,14.83,13.2,59.58,8.95
1373,7.03,69.2,21.1,9.14,25.64,79.58,54.22,12.62,6.98,91.8,1676.0,89.74,37.77,78.25,27.36,14.8,12.93,61.3,9.12
1374,7.05,71.2,21.98,8.99,25.76,81.44,54.14,12.88,7.02,92.42,1696.35,90.69,37.5,77.8,27.13,14.99,13.1,63.45,9.11
1375,7.04,69.56,22.42,9.13,24.74,81.24,54.29,12.8,6.96,93.99,1727.0,90.2,37.58,78.11,27.19,15.09,12.65,63.05,9.07
1376,7.01,69.32,22.25,9.23,23.91,83.42,53.4,12.28,6.9,94.58,1727.0,89.2,37.23,76.8,27.08,14.54,12.17,66.5,8.92
1377,6.98,70.34,22.68,9.24,24.19,85.42,52.94,12.19,6.87,94.11,1731.0,88.6,36.9,76.54,26.95,14.65,12.3,66.3,8.97
1378,7.21,74.56,22.35,9.11,24.58,85.39,55.04,12.35,6.99,95.39,1757.0,89.73,38.45,77.89,27.57,14.75,12.47,70.73,8.97
1379,7.24,73.29,22.14,9.06,24.2,85.0,54.5,12.36,7.69,94.87,1786.5,87.8,37.69,76.62,27.27,14.74,12.35,71.0,8.98
1380,7.19,74.26,22.2,9.19,24.72,93.5,54.75,12.78,7.59,93.99,1801.98,88.92,37.42,76.38,27.22,14.73,12.52,73.4,8.88
1381,7.33,73.5,23.21,9.05,24.29,94.3,54.53,12.78,7.53,94.7,1795.0,89.29,37.2,75.93,27.52,14.77,12.23,72.91,8.9
1382,7.25,75.8,23.78,9.04,24.18,92.59,54.75,12.53,7.59,95.0,1793.0,88.03,36.98,75.39,27.81,14.51,12.08,73.02,8.75
1383,7.18,77.5,23.18,9.06,23.84,90.0,54.83,12.38,7.39,93.51,1770.0,87.45,36.8,74.82,28.07,14.17,11.95,73.23,8.77
1384,7.13,72.88,22.41,9.08,22.79,94.74,55.01,12.62,7.19,91.6,1723.5,82.82,36.79,75.06,28.43,13.94,11.69,66.9,8.71
1385,7.08,73.68,23.38,9.37,23.14,91.0,55.48,12.22,7.27,92.33,1711.4,82.78,37.59,77.14,28.3,14.21,11.79,67.58,8.86
1386,7.14,69.7,22.39,9.22,23.19,85.99,54.5,11.64,7.09,90.3,1688.0,79.4,37.6,76.48,27.98,13.91,11.36,64.2,8.82
1387,7.05,71.8,22.86,9.2,22.18,87.09,54.6,11.45,7.07,90.74,1705.8,79.2,37.7,76.52,28.46,13.56,11.33,64.2,8.53
1388,6.95,72.15,23.07,9.18,21.96,91.2,54.86,11.56,7.11,91.81,1733.0,78.31,37.24,77.21,28.0,13.62,11.43,67.14,8.53
1389,7.02,74.08,22.94,9.41,21.91,92.5,55.28,12.05,7.08,91.36,1766.0,78.13,37.35,78.55,27.7,13.85,11.61,66.85,8.53
1390,7.0,75.4,24.02,9.41,22.15,101.3,55.77,12.31,7.19,91.1,1760.0,78.71,37.9,79.91,27.87,13.73,11.5,66.6,8.47
1391,6.94,75.28,24.05,9.49,22.0,105.4,55.05,12.14,7.14,89.74,1725.1,75.45,38.06,78.6,28.19,13.6,11.36,67.3,8.23
1392,6.95,75.9,25.06,9.29,21.93,115.94,54.8,11.95,7.08,86.29,1670.52,74.09,37.87,79.0,28.06,13.56,11.39,65.37,8.27
1393,6.93,74.99,25.2,9.4,22.45,115.5,55.65,12.33,7.21,88.98,1695.0,75.3,38.99,82.89,29.3,13.82,11.69,66.6,8.38
